Avance|FechaAvance|Partido|TotalVotos|PerValidos|PerEmitidos
94.916|07/06/2021 23:18 h|TOTAL DE VOTOS VÁLIDOS|17,053,500|100.000|93.698
94.916|07/06/2021 23:18 h|VOTOS EN BLANCO|117,745|0|0.647
94.916|07/06/2021 23:18 h|VOTOS NULOS|1,029,295|0|5.655
94.916|08/06/2021 00:48 h|FUERZA POPULAR|8,477,697|49.712|46.579
94.916|08/06/2021 00:48 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,575,829|50.288|47.119
94.916|08/06/2021 00:48 h|TOTAL DE VOTOS EMITIDOS|18,200,555|0|100.000
94.916|08/06/2021 00:48 h|TOTAL DE VOTOS VÁLIDOS|17,053,526|100.000|93.698
94.916|08/06/2021 00:48 h|VOTOS EN BLANCO|117,744|0|0.647
94.916|08/06/2021 00:48 h|VOTOS NULOS|1,029,285|0|5.655
94.916|08/06/2021 01:19 h|FUERZA POPULAR|8,477,697|49.712|46.579
94.916|08/06/2021 01:19 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,575,829|50.288|47.119
94.916|08/06/2021 01:19 h|TOTAL DE VOTOS EMITIDOS|18,200,555|0|100.000
94.916|08/06/2021 01:19 h|TOTAL DE VOTOS VÁLIDOS|17,053,526|100.000|93.698
94.916|08/06/2021 01:19 h|VOTOS EN BLANCO|117,744|0|0.647
94.916|08/06/2021 01:19 h|VOTOS NULOS|1,029,285|0|5.655
94.916|08/06/2021 01:48 h|FUERZA POPULAR|8,477,697|49.712|46.579
94.916|08/06/2021 01:48 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,575,829|50.288|47.119
94.916|08/06/2021 01:48 h|TOTAL DE VOTOS EMITIDOS|18,200,555|0|100.000
94.916|08/06/2021 01:48 h|TOTAL DE VOTOS VÁLIDOS|17,053,526|100.000|93.698
94.916|08/06/2021 01:48 h|VOTOS EN BLANCO|117,744|0|0.647
94.916|08/06/2021 01:48 h|VOTOS NULOS|1,029,285|0|5.655
94.921|08/06/2021 02:19 h|FUERZA POPULAR|8,477,817|49.712|46.579
94.921|08/06/2021 02:19 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,575,987|50.288|47.118
94.921|08/06/2021 02:19 h|TOTAL DE VOTOS EMITIDOS|18,201,044|0|100.000
94.921|08/06/2021 02:19 h|TOTAL DE VOTOS VÁLIDOS|17,053,804|100.000|93.697
94.921|08/06/2021 02:19 h|VOTOS EN BLANCO|117,770|0|0.647
94.921|08/06/2021 02:19 h|VOTOS NULOS|1,029,470|0|5.656
94.921|08/06/2021 02:49 h|FUERZA POPULAR|8,477,817|49.712|46.579
94.921|08/06/2021 02:49 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,575,987|50.288|47.118
94.921|08/06/2021 02:49 h|TOTAL DE VOTOS EMITIDOS|18,201,044|0|100.000
94.921|08/06/2021 02:49 h|TOTAL DE VOTOS VÁLIDOS|17,053,804|100.000|93.697
94.921|08/06/2021 02:49 h|VOTOS EN BLANCO|117,770|0|0.647
94.921|08/06/2021 02:49 h|VOTOS NULOS|1,029,470|0|5.656
94.921|08/06/2021 03:18 h|FUERZA POPULAR|8,477,817|49.712|46.579
94.921|08/06/2021 03:18 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,575,987|50.288|47.118
94.921|08/06/2021 03:18 h|TOTAL DE VOTOS EMITIDOS|18,201,044|0|100.000
94.921|08/06/2021 03:18 h|TOTAL DE VOTOS VÁLIDOS|17,053,804|100.000|93.697
94.921|08/06/2021 03:18 h|VOTOS EN BLANCO|117,770|0|0.647
94.921|08/06/2021 03:18 h|VOTOS NULOS|1,029,470|0|5.656
94.921|08/06/2021 03:49 h|FUERZA POPULAR|8,477,817|49.712|46.579
94.921|08/06/2021 03:49 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,575,987|50.288|47.118
94.921|08/06/2021 03:49 h|TOTAL DE VOTOS EMITIDOS|18,201,044|0|100.000
94.921|08/06/2021 03:49 h|TOTAL DE VOTOS VÁLIDOS|17,053,804|100.000|93.697
94.921|08/06/2021 03:49 h|VOTOS EN BLANCO|117,770|0|0.647
94.921|08/06/2021 03:49 h|VOTOS NULOS|1,029,470|0|5.656
94.921|08/06/2021 04:19 h|FUERZA POPULAR|8,477,817|49.712|46.579
94.921|08/06/2021 04:19 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,575,987|50.288|47.118
94.921|08/06/2021 04:19 h|TOTAL DE VOTOS EMITIDOS|18,201,044|0|100.000
94.921|08/06/2021 04:19 h|TOTAL DE VOTOS VÁLIDOS|17,053,804|100.000|93.697
94.921|08/06/2021 04:19 h|VOTOS EN BLANCO|117,770|0|0.647
94.921|08/06/2021 04:19 h|VOTOS NULOS|1,029,470|0|5.656
95.140|08/06/2021 04:48 h|FUERZA POPULAR|8,489,971|49.731|46.597
95.140|08/06/2021 04:48 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,581,886|50.269|47.101
95.140|08/06/2021 04:48 h|TOTAL DE VOTOS EMITIDOS|18,220,125|0|100.000
95.140|08/06/2021 04:48 h|TOTAL DE VOTOS VÁLIDOS|17,071,857|100.000|93.698
95.140|08/06/2021 04:48 h|VOTOS EN BLANCO|117,866|0|0.647
95.140|08/06/2021 04:48 h|VOTOS NULOS|1,030,402|0|5.655
95.255|08/06/2021 05:19 h|FUERZA POPULAR|8,497,312|49.746|46.611
95.255|08/06/2021 05:19 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,584,187|50.254|47.088
95.255|08/06/2021 05:19 h|TOTAL DE VOTOS EMITIDOS|18,230,142|0|100.000
95.255|08/06/2021 05:19 h|TOTAL DE VOTOS VÁLIDOS|17,081,499|100.000|93.699
95.255|08/06/2021 05:19 h|VOTOS EN BLANCO|117,898|0|0.647
95.255|08/06/2021 05:19 h|VOTOS NULOS|1,030,745|0|5.654
95.255|08/06/2021 05:53 h|FUERZA POPULAR|8,497,312|49.746|46.611
95.255|08/06/2021 05:53 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,584,187|50.254|47.088
95.255|08/06/2021 05:53 h|TOTAL DE VOTOS EMITIDOS|18,230,142|0|100.000
95.255|08/06/2021 05:53 h|TOTAL DE VOTOS VÁLIDOS|17,081,499|100.000|93.699
95.255|08/06/2021 05:53 h|VOTOS EN BLANCO|117,898|0|0.647
95.255|08/06/2021 05:53 h|VOTOS NULOS|1,030,745|0|5.654
95.255|08/06/2021 06:19 h|FUERZA POPULAR|8,497,312|49.746|46.611
95.255|08/06/2021 06:19 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,584,187|50.254|47.088
95.255|08/06/2021 06:19 h|TOTAL DE VOTOS EMITIDOS|18,230,142|0|100.000
95.255|08/06/2021 06:19 h|TOTAL DE VOTOS VÁLIDOS|17,081,499|100.000|93.699
95.255|08/06/2021 06:19 h|VOTOS EN BLANCO|117,898|0|0.647
95.255|08/06/2021 06:19 h|VOTOS NULOS|1,030,745|0|5.654
95.255|08/06/2021 06:49 h|FUERZA POPULAR|8,497,312|49.746|46.611
95.255|08/06/2021 06:49 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,584,187|50.254|47.088
95.255|08/06/2021 06:49 h|TOTAL DE VOTOS EMITIDOS|18,230,142|0|100.000
95.255|08/06/2021 06:49 h|TOTAL DE VOTOS VÁLIDOS|17,081,499|100.000|93.699
95.255|08/06/2021 06:49 h|VOTOS EN BLANCO|117,898|0|0.647
95.255|08/06/2021 06:49 h|VOTOS NULOS|1,030,745|0|5.654
95.255|08/06/2021 07:18 h|FUERZA POPULAR|8,497,312|49.746|46.611
95.255|08/06/2021 07:18 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,584,187|50.254|47.088
95.255|08/06/2021 07:18 h|TOTAL DE VOTOS EMITIDOS|18,230,142|0|100.000
95.255|08/06/2021 07:18 h|TOTAL DE VOTOS VÁLIDOS|17,081,499|100.000|93.699
95.255|08/06/2021 07:18 h|VOTOS EN BLANCO|117,898|0|0.647
95.255|08/06/2021 07:18 h|VOTOS NULOS|1,030,745|0|5.654
95.432|08/06/2021 07:52 h|FUERZA POPULAR|8,505,270|49.745|46.612
95.432|08/06/2021 07:52 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,592,527|50.255|47.090
95.432|08/06/2021 07:52 h|TOTAL DE VOTOS EMITIDOS|18,247,086|0|100.000
95.432|08/06/2021 07:52 h|TOTAL DE VOTOS VÁLIDOS|17,097,797|100.000|93.702
95.432|08/06/2021 07:52 h|VOTOS EN BLANCO|117,955|0|0.646
95.432|08/06/2021 07:52 h|VOTOS NULOS|1,031,334|0|5.652
95.591|08/06/2021 08:24 h|FUERZA POPULAR|8,511,833|49.756|46.622
95.591|08/06/2021 08:24 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,595,421|50.244|47.080
95.591|08/06/2021 08:24 h|TOTAL DE VOTOS EMITIDOS|18,256,975|0|100.000
95.591|08/06/2021 08:24 h|TOTAL DE VOTOS VÁLIDOS|17,107,254|100.000|93.703
95.591|08/06/2021 08:24 h|VOTOS EN BLANCO|117,998|0|0.646
95.591|08/06/2021 08:24 h|VOTOS NULOS|1,031,723|0|5.651
95.592|08/06/2021 08:48 h|FUERZA POPULAR|8,511,882|49.756|46.622
95.592|08/06/2021 08:48 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,595,431|50.244|47.080
95.592|08/06/2021 08:48 h|TOTAL DE VOTOS EMITIDOS|18,257,037|0|100.000
95.592|08/06/2021 08:48 h|TOTAL DE VOTOS VÁLIDOS|17,107,313|100.000|93.703
95.592|08/06/2021 08:48 h|VOTOS EN BLANCO|117,998|0|0.646
95.592|08/06/2021 08:48 h|VOTOS NULOS|1,031,726|0|5.651
95.705|08/06/2021 09:18 h|FUERZA POPULAR|8,518,159|49.770|46.636
95.705|08/06/2021 09:18 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,596,896|50.230|47.067
95.705|08/06/2021 09:18 h|TOTAL DE VOTOS EMITIDOS|18,265,065|0|100.000
95.705|08/06/2021 09:18 h|TOTAL DE VOTOS VÁLIDOS|17,115,055|100.000|93.704
95.705|08/06/2021 09:18 h|VOTOS EN BLANCO|118,014|0|0.646
95.705|08/06/2021 09:18 h|VOTOS NULOS|1,031,996|0|5.650
95.728|08/06/2021 09:48 h|FUERZA POPULAR|8,519,363|49.773|46.639
95.728|08/06/2021 09:48 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,597,169|50.227|47.065
95.728|08/06/2021 09:48 h|TOTAL DE VOTOS EMITIDOS|18,266,683|0|100.000
95.728|08/06/2021 09:48 h|TOTAL DE VOTOS VÁLIDOS|17,116,532|100.000|93.704
95.728|08/06/2021 09:48 h|VOTOS EN BLANCO|118,025|0|0.646
95.728|08/06/2021 09:48 h|VOTOS NULOS|1,032,126|0|5.650
95.728|08/06/2021 10:19 h|FUERZA POPULAR|8,519,363|49.773|46.639
95.728|08/06/2021 10:19 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,597,169|50.227|47.065
95.728|08/06/2021 10:19 h|TOTAL DE VOTOS EMITIDOS|18,266,683|0|100.000
95.728|08/06/2021 10:19 h|TOTAL DE VOTOS VÁLIDOS|17,116,532|100.000|93.704
95.728|08/06/2021 10:19 h|VOTOS EN BLANCO|118,025|0|0.646
95.728|08/06/2021 10:19 h|VOTOS NULOS|1,032,126|0|5.650
95.799|08/06/2021 10:49 h|FUERZA POPULAR|8,523,004|49.780|46.646
95.799|08/06/2021 10:49 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,598,481|50.220|47.059
95.799|08/06/2021 10:49 h|TOTAL DE VOTOS EMITIDOS|18,271,822|0|100.000
95.799|08/06/2021 10:49 h|TOTAL DE VOTOS VÁLIDOS|17,121,485|100.000|93.704
95.799|08/06/2021 10:49 h|VOTOS EN BLANCO|118,047|0|0.646
95.799|08/06/2021 10:49 h|VOTOS NULOS|1,032,290|0|5.650
95.802|08/06/2021 11:18 h|FUERZA POPULAR|8,523,183|49.779|46.645
95.802|08/06/2021 11:18 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,598,728|50.221|47.059
95.802|08/06/2021 11:18 h|TOTAL DE VOTOS EMITIDOS|18,272,277|0|100.000
95.802|08/06/2021 11:18 h|TOTAL DE VOTOS VÁLIDOS|17,121,911|100.000|93.704
95.802|08/06/2021 11:18 h|VOTOS EN BLANCO|118,047|0|0.646
95.802|08/06/2021 11:18 h|VOTOS NULOS|1,032,319|0|5.650
95.968|08/06/2021 12:05 h|FUERZA POPULAR|8,533,636|49.786|46.649
95.968|08/06/2021 12:05 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,607,037|50.214|47.050
95.968|08/06/2021 12:05 h|TOTAL DE VOTOS EMITIDOS|18,293,453|0|100.000
95.968|08/06/2021 12:05 h|TOTAL DE VOTOS VÁLIDOS|17,140,673|100.000|93.698
95.968|08/06/2021 12:05 h|VOTOS EN BLANCO|118,203|0|0.646
95.968|08/06/2021 12:05 h|VOTOS NULOS|1,034,577|0|5.655
96.146|08/06/2021 12:18 h|FUERZA POPULAR|8,545,504|49.795|46.657
96.146|08/06/2021 12:18 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,615,701|50.205|47.040
96.146|08/06/2021 12:18 h|TOTAL DE VOTOS EMITIDOS|18,315,683|0|100.000
96.146|08/06/2021 12:18 h|TOTAL DE VOTOS VÁLIDOS|17,161,205|100.000|93.697
96.146|08/06/2021 12:18 h|VOTOS EN BLANCO|118,346|0|0.646
96.146|08/06/2021 12:18 h|VOTOS NULOS|1,036,132|0|5.657
96.173|08/06/2021 12:49 h|FUERZA POPULAR|8,546,992|49.795|46.656
96.173|08/06/2021 12:49 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,617,293|50.205|47.040
96.173|08/06/2021 12:49 h|TOTAL DE VOTOS EMITIDOS|18,318,981|0|100.000
96.173|08/06/2021 12:49 h|TOTAL DE VOTOS VÁLIDOS|17,164,285|100.000|93.697
96.173|08/06/2021 12:49 h|VOTOS EN BLANCO|118,364|0|0.646
96.173|08/06/2021 12:49 h|VOTOS NULOS|1,036,332|0|5.657
96.201|08/06/2021 13:19 h|FUERZA POPULAR|8,549,305|49.797|46.654
96.201|08/06/2021 13:19 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,619,097|50.203|47.035
96.201|08/06/2021 13:19 h|TOTAL DE VOTOS EMITIDOS|18,324,733|0|100.000
96.201|08/06/2021 13:19 h|TOTAL DE VOTOS VÁLIDOS|17,168,402|100.000|93.690
96.201|08/06/2021 13:19 h|VOTOS EN BLANCO|118,391|0|0.646
96.201|08/06/2021 13:19 h|VOTOS NULOS|1,037,940|0|5.664
96.201|08/06/2021 13:48 h|FUERZA POPULAR|8,549,305|49.797|46.654
96.201|08/06/2021 13:48 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,619,097|50.203|47.035
96.201|08/06/2021 13:48 h|TOTAL DE VOTOS EMITIDOS|18,324,733|0|100.000
96.201|08/06/2021 13:48 h|TOTAL DE VOTOS VÁLIDOS|17,168,402|100.000|93.690
96.201|08/06/2021 13:48 h|VOTOS EN BLANCO|118,391|0|0.646
96.201|08/06/2021 13:48 h|VOTOS NULOS|1,037,940|0|5.664
96.219|08/06/2021 14:18 h|FUERZA POPULAR|8,550,511|49.797|46.655
96.219|08/06/2021 14:18 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,620,134|50.203|47.035
96.219|08/06/2021 14:18 h|TOTAL DE VOTOS EMITIDOS|18,327,142|0|100.000
96.219|08/06/2021 14:18 h|TOTAL DE VOTOS VÁLIDOS|17,170,645|100.000|93.690
96.219|08/06/2021 14:18 h|VOTOS EN BLANCO|118,412|0|0.646
96.219|08/06/2021 14:18 h|VOTOS NULOS|1,038,085|0|5.664
96.327|08/06/2021 14:49 h|FUERZA POPULAR|8,553,484|49.772|46.632
96.327|08/06/2021 14:49 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,631,775|50.228|47.058
96.327|08/06/2021 14:49 h|TOTAL DE VOTOS EMITIDOS|18,342,682|0|100.000
96.327|08/06/2021 14:49 h|TOTAL DE VOTOS VÁLIDOS|17,185,259|100.000|93.690
96.327|08/06/2021 14:49 h|VOTOS EN BLANCO|118,605|0|0.647
96.327|08/06/2021 14:49 h|VOTOS NULOS|1,038,818|0|5.663
96.452|08/06/2021 15:48 h|FUERZA POPULAR|8,558,563|49.759|46.619
96.452|08/06/2021 15:48 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,641,358|50.241|47.070
96.452|08/06/2021 15:48 h|TOTAL DE VOTOS EMITIDOS|18,358,343|0|100.000
96.452|08/06/2021 15:48 h|TOTAL DE VOTOS VÁLIDOS|17,199,921|100.000|93.690
96.452|08/06/2021 15:48 h|VOTOS EN BLANCO|118,744|0|0.647
96.452|08/06/2021 15:48 h|VOTOS NULOS|1,039,678|0|5.663
96.477|08/06/2021 16:19 h|FUERZA POPULAR|8,560,013|49.756|46.616
96.477|08/06/2021 16:19 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,644,013|50.244|47.073
96.477|08/06/2021 16:19 h|TOTAL DE VOTOS EMITIDOS|18,362,945|0|100.000
96.477|08/06/2021 16:19 h|TOTAL DE VOTOS VÁLIDOS|17,204,026|100.000|93.689
96.477|08/06/2021 16:19 h|VOTOS EN BLANCO|118,798|0|0.647
96.477|08/06/2021 16:19 h|VOTOS NULOS|1,040,121|0|5.664
96.500|08/06/2021 16:48 h|FUERZA POPULAR|8,562,260|49.757|46.616
96.500|08/06/2021 16:48 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,645,906|50.243|47.072
96.500|08/06/2021 16:48 h|TOTAL DE VOTOS EMITIDOS|18,367,500|0|100.000
96.500|08/06/2021 16:48 h|TOTAL DE VOTOS VÁLIDOS|17,208,166|100.000|93.688
96.500|08/06/2021 16:48 h|VOTOS EN BLANCO|118,820|0|0.647
96.500|08/06/2021 16:48 h|VOTOS NULOS|1,040,514|0|5.665
96.523|08/06/2021 17:20 h|FUERZA POPULAR|8,563,117|49.752|46.611
96.523|08/06/2021 17:20 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,648,559|50.248|47.076
96.523|08/06/2021 17:20 h|TOTAL DE VOTOS EMITIDOS|18,371,641|0|100.000
96.523|08/06/2021 17:20 h|TOTAL DE VOTOS VÁLIDOS|17,211,676|100.000|93.686
96.523|08/06/2021 17:20 h|VOTOS EN BLANCO|118,869|0|0.647
96.523|08/06/2021 17:20 h|VOTOS NULOS|1,041,096|0|5.667
96.589|08/06/2021 17:41 h|FUERZA POPULAR|8,565,321|49.732|46.593
96.589|08/06/2021 17:41 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,657,705|50.268|47.095
96.589|08/06/2021 17:41 h|TOTAL DE VOTOS EMITIDOS|18,383,399|0|100.000
96.589|08/06/2021 17:41 h|TOTAL DE VOTOS VÁLIDOS|17,223,026|100.000|93.688
96.589|08/06/2021 17:41 h|VOTOS EN BLANCO|118,947|0|0.647
96.589|08/06/2021 17:41 h|VOTOS NULOS|1,041,426|0|5.665
96.680|08/06/2021 18:19 h|FUERZA POPULAR|8,567,920|49.704|46.567
96.680|08/06/2021 18:19 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,670,028|50.296|47.122
96.680|08/06/2021 18:19 h|TOTAL DE VOTOS EMITIDOS|18,398,957|0|100.000
96.680|08/06/2021 18:19 h|TOTAL DE VOTOS VÁLIDOS|17,237,948|100.000|93.690
96.680|08/06/2021 18:19 h|VOTOS EN BLANCO|119,072|0|0.647
96.680|08/06/2021 18:19 h|VOTOS NULOS|1,041,937|0|5.663
96.737|08/06/2021 18:49 h|FUERZA POPULAR|8,569,672|49.689|46.554
96.737|08/06/2021 18:49 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,676,951|50.311|47.136
96.737|08/06/2021 18:49 h|TOTAL DE VOTOS EMITIDOS|18,408,194|0|100.000
96.737|08/06/2021 18:49 h|TOTAL DE VOTOS VÁLIDOS|17,246,623|100.000|93.690
96.737|08/06/2021 18:49 h|VOTOS EN BLANCO|119,139|0|0.647
96.737|08/06/2021 18:49 h|VOTOS NULOS|1,042,432|0|5.663
96.791|08/06/2021 19:49 h|FUERZA POPULAR|8,572,595|49.686|46.549
96.791|08/06/2021 19:49 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,680,993|50.314|47.137
96.791|08/06/2021 19:49 h|TOTAL DE VOTOS EMITIDOS|18,416,436|0|100.000
96.791|08/06/2021 19:49 h|TOTAL DE VOTOS VÁLIDOS|17,253,588|100.000|93.686
96.791|08/06/2021 19:49 h|VOTOS EN BLANCO|119,208|0|0.647
96.791|08/06/2021 19:49 h|VOTOS NULOS|1,043,640|0|5.667
96.868|08/06/2021 21:27 h|FUERZA POPULAR|8,574,035|49.672|46.533
96.868|08/06/2021 21:27 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,687,268|50.328|47.148
96.868|08/06/2021 21:27 h|TOTAL DE VOTOS EMITIDOS|18,425,579|0|100.000
96.868|08/06/2021 21:27 h|TOTAL DE VOTOS VÁLIDOS|17,261,303|100.000|93.681
96.868|08/06/2021 21:27 h|VOTOS EN BLANCO|119,327|0|0.648
96.868|08/06/2021 21:27 h|VOTOS NULOS|1,044,949|0|5.671
96.869|08/06/2021 21:00 h|FUERZA POPULAR|8,574,174|49.672|46.533
96.869|08/06/2021 21:00 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,687,367|50.328|47.148
96.869|08/06/2021 21:00 h|TOTAL DE VOTOS EMITIDOS|18,425,824|0|100.000
96.869|08/06/2021 21:00 h|TOTAL DE VOTOS VÁLIDOS|17,261,541|100.000|93.681
96.869|08/06/2021 21:00 h|VOTOS EN BLANCO|119,328|0|0.648
96.869|08/06/2021 21:00 h|VOTOS NULOS|1,044,955|0|5.671
97.512|08/06/2021 21:52 h|FUERZA POPULAR|8,610,551|49.723|46.582
97.512|08/06/2021 21:52 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,706,659|50.277|47.102
97.512|08/06/2021 21:52 h|TOTAL DE VOTOS EMITIDOS|18,484,724|0|100.000
97.512|08/06/2021 21:52 h|TOTAL DE VOTOS VÁLIDOS|17,317,210|100.000|93.684
97.512|08/06/2021 21:52 h|VOTOS EN BLANCO|119,626|0|0.647
97.512|08/06/2021 21:52 h|VOTOS NULOS|1,047,888|0|5.669
97.651|08/06/2021 22:22 h|FUERZA POPULAR|8,620,597|49.734|46.588
97.651|08/06/2021 22:22 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,712,897|50.266|47.087
97.651|08/06/2021 22:22 h|TOTAL DE VOTOS EMITIDOS|18,503,879|0|100.000
97.651|08/06/2021 22:22 h|TOTAL DE VOTOS VÁLIDOS|17,333,494|100.000|93.675
97.651|08/06/2021 22:22 h|VOTOS EN BLANCO|119,716|0|0.647
97.651|08/06/2021 22:22 h|VOTOS NULOS|1,050,669|0|5.678
97.821|08/06/2021 22:51 h|FUERZA POPULAR|8,631,303|49.747|46.594
97.821|08/06/2021 22:51 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,719,076|50.253|47.068
97.821|08/06/2021 22:51 h|TOTAL DE VOTOS EMITIDOS|18,524,301|0|100.000
97.821|08/06/2021 22:51 h|TOTAL DE VOTOS VÁLIDOS|17,350,379|100.000|93.663
97.821|08/06/2021 22:51 h|VOTOS EN BLANCO|119,795|0|0.647
97.821|08/06/2021 22:51 h|VOTOS NULOS|1,054,127|0|5.691
97.915|08/06/2021 23:25 h|FUERZA POPULAR|8,637,789|49.757|46.604
97.915|08/06/2021 23:25 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,722,214|50.243|47.060
97.915|08/06/2021 23:25 h|TOTAL DE VOTOS EMITIDOS|18,534,414|0|100.000
97.915|08/06/2021 23:25 h|TOTAL DE VOTOS VÁLIDOS|17,360,003|100.000|93.664
97.915|08/06/2021 23:25 h|VOTOS EN BLANCO|119,838|0|0.647
97.915|08/06/2021 23:25 h|VOTOS NULOS|1,054,573|0|5.690
97.955|08/06/2021 23:48 h|FUERZA POPULAR|8,640,661|49.758|46.602
97.955|08/06/2021 23:48 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,724,831|50.242|47.056
97.955|08/06/2021 23:48 h|TOTAL DE VOTOS EMITIDOS|18,541,268|0|100.000
97.955|08/06/2021 23:48 h|TOTAL DE VOTOS VÁLIDOS|17,365,492|100.000|93.659
97.955|08/06/2021 23:48 h|VOTOS EN BLANCO|119,877|0|0.647
97.955|08/06/2021 23:48 h|VOTOS NULOS|1,055,899|0|5.695
97.960|09/06/2021 00:23 h|FUERZA POPULAR|8,641,394|49.759|46.604
97.960|09/06/2021 00:23 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,725,105|50.241|47.055
97.960|09/06/2021 00:23 h|TOTAL DE VOTOS EMITIDOS|18,542,330|0|100.000
97.960|09/06/2021 00:23 h|TOTAL DE VOTOS VÁLIDOS|17,366,499|100.000|93.659
97.960|09/06/2021 00:23 h|VOTOS EN BLANCO|119,878|0|0.647
97.960|09/06/2021 00:23 h|VOTOS NULOS|1,055,953|0|5.695
97.964|09/06/2021 01:21 h|FUERZA POPULAR|8,641,633|49.759|46.604
97.964|09/06/2021 01:21 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,725,300|50.241|47.055
97.964|09/06/2021 01:21 h|TOTAL DE VOTOS EMITIDOS|18,542,799|0|100.000
97.964|09/06/2021 01:21 h|TOTAL DE VOTOS VÁLIDOS|17,366,933|100.000|93.659
97.964|09/06/2021 01:21 h|VOTOS EN BLANCO|119,885|0|0.647
97.964|09/06/2021 01:21 h|VOTOS NULOS|1,055,981|0|5.695
98.338|09/06/2021 08:19 h|FUERZA POPULAR|8,663,684|49.794|46.637
98.338|09/06/2021 08:19 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,735,448|50.206|47.024
98.338|09/06/2021 08:19 h|TOTAL DE VOTOS EMITIDOS|18,576,753|0|100.000
98.338|09/06/2021 08:19 h|TOTAL DE VOTOS VÁLIDOS|17,399,132|100.000|93.661
98.338|09/06/2021 08:19 h|VOTOS EN BLANCO|120,065|0|0.646
98.338|09/06/2021 08:19 h|VOTOS NULOS|1,057,556|0|5.693
98.338|09/06/2021 08:49 h|FUERZA POPULAR|8,663,684|49.794|46.637
98.338|09/06/2021 08:49 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,735,448|50.206|47.024
98.338|09/06/2021 08:49 h|TOTAL DE VOTOS EMITIDOS|18,576,753|0|100.000
98.338|09/06/2021 08:49 h|TOTAL DE VOTOS VÁLIDOS|17,399,132|100.000|93.661
98.338|09/06/2021 08:49 h|VOTOS EN BLANCO|120,065|0|0.646
98.338|09/06/2021 08:49 h|VOTOS NULOS|1,057,556|0|5.693
98.340|09/06/2021 09:19 h|FUERZA POPULAR|8,663,784|49.794|46.637
98.340|09/06/2021 09:19 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,735,558|50.206|47.024
98.340|09/06/2021 09:19 h|TOTAL DE VOTOS EMITIDOS|18,576,984|0|100.000
98.340|09/06/2021 09:19 h|TOTAL DE VOTOS VÁLIDOS|17,399,342|100.000|93.661
98.340|09/06/2021 09:19 h|VOTOS EN BLANCO|120,067|0|0.646
98.340|09/06/2021 09:19 h|VOTOS NULOS|1,057,575|0|5.693
98.340|09/06/2021 09:49 h|FUERZA POPULAR|8,663,870|49.794|46.637
98.340|09/06/2021 09:49 h|PARTIDO POLITICO NACIONAL PERU LIBRE|8,735,534|50.206|47.023
98.340|09/06/2021 09:49 h|TOTAL DE VOTOS EMITIDOS|18,577,062|0|100.000
